verdict,doc_id,type,title,city,section,page_url,current_image_url,image_shows
fit,wp-page-146102,guideArticle,Sharm El Luli,Sharm El Sheikh,places-to-go,https://travel2egypt.org/guide/sharm-el-sheikh/sharm-el-luli,https://cdn.sanity.io/images/ufallvd2/production/4b4df045eaf28e54de04b180aaa1def0d2e095e2-828x1000.jpg,woman snorkeling underwater over a reef
fit,wp-page-60483,guideArticle,Sharm El Sheikh Weather Guide,Sharm El Sheikh,plan-your-trip,https://travel2egypt.org/guide/sharm-el-sheikh/sharm-el-sheikh-weather-guide,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
fit,wp-page-86911,guideArticle,Sharm El-Sheikh Private Day Tours,Sharm El Sheikh,others,https://travel2egypt.org/guide/sharm-el-sheikh/sharm-el-sheikh-private-day-tours,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-61927,guideArticle,Tropitel Naama Bay Sharm,Sharm El Sheikh,while-you-are-there,https://travel2egypt.org/guide/sharm-el-sheikh/tropitel-naama-bay-sharm-el-sheikh,https://cdn.sanity.io/images/ufallvd2/production/a382d7c939cdd681d5f006e1cb6bb5e9bab1be1d-1400x930.jpg,colorful Red Sea coral reef with tropical fish
fit,wp-page-60513,guideArticle,Siwa Only Here,Siwa Oasis,others,https://travel2egypt.org/guide/siwa-oasis/siwa-only-here,https://cdn.sanity.io/images/ufallvd2/production/f12c8e278c1e1cefba8ad800ffa1116374d3eb90-1200x801.jpg,Woman overlooking Siwa's Shali old town and mountain at sunset
fit,wp-page-60506,guideArticle,Siwa Weather Guide,Siwa Oasis,plan-your-trip,https://travel2egypt.org/guide/siwa-oasis/siwa-weather-guide,https://cdn.sanity.io/images/ufallvd2/production/06b2b5db4afc57839fcf6a08be6ba3a92ad4d001-1200x801.jpg,Cleopatra's Spring / palm-fringed spring pool in Siwa Oasis
fit,wp-page-60510,guideArticle,Things To Do In Siwa Oasis,Siwa Oasis,while-you-are-there,https://travel2egypt.org/guide/siwa-oasis/things-to-do-in-siwa-oasis,https://cdn.sanity.io/images/ufallvd2/production/f12c8e278c1e1cefba8ad800ffa1116374d3eb90-1200x801.jpg,Woman overlooking Siwa's Shali old town and mountain at sunset
fit,wp-page-60536,guideArticle,Things To Do In Sohag,Sohag,while-you-are-there,https://travel2egypt.org/guide/sohag/things-to-do-in-sohag,https://cdn.sanity.io/images/ufallvd2/production/d51de52ad85f6b288a36caa27a06133bc2a2c4b6-800x450.jpg,Ancient stone temple ruins under a cloudy sky (Nile-valley archaeological site)
fit,wp-page-197000,guideArticle,Getting Around Taba,Taba,while-you-are-there,https://travel2egypt.org/guide/taba/getting-around-taba,https://cdn.sanity.io/images/ufallvd2/production/8cc38ae7f882adea705317d313819f3feb952dbf-1400x933.jpg,turquoise Red Sea beach bay with sun umbrellas and boats
fit,wp-page-60577,guideArticle,Story of Taba,Taba,introducing,https://travel2egypt.org/guide/taba/story-of-taba,https://cdn.sanity.io/images/ufallvd2/production/cfd369dedf1f3db738ed7ce48eda70a951b37e17-1200x900.jpg,Pharaoh's Island / Salah El Din Citadel in the Red Sea gulf off Taba
fit,wp-page-60583,guideArticle,Things To Do In Taba,Taba,while-you-are-there,https://travel2egypt.org/guide/taba/things-to-do-in-taba,https://cdn.sanity.io/images/ufallvd2/production/8ab20233f74f38cf9bc22c3c2ecb26e19d56ac2a-1200x900.jpg,Underwater Red Sea reef with fish
fit,wp-page-60595,guideArticle,Wadi El Natrun History,Wādī Al Natron,introducing,https://travel2egypt.org/guide/wadi-el-natrun/wadi-el-natrun-history,https://cdn.sanity.io/images/ufallvd2/production/845f383c1c8ce2b6dfcd8face85afc8dacebd170-1400x933.jpg,Coptic monastery with twin cross-topped bell towers in desert
fit,wp-page-60892,travelTip,Airports In Egypt,,,https://travel2egypt.org/travel-tips/airports-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/4cd2dce7064944e7cf848833aaedd843de382785-800x450.jpg,woman on phone inside airplane cabin
fit,tourLanding.authentic-dahabiya-nile-cruise,tourLanding,Authentic Dahabiya Nile Cruise,,,https://travel2egypt.org/authentic-dahabiya-nile-cruise,https://cdn.sanity.io/images/ufallvd2/production/c7c6bce354a1e10b6cb012449f1fd505e3b16422-2600x1733.jpg,a traditional dahabiya sailing boat on the Nile with palm-lined bank
fit,wp-page-73307,travelTip,Culinary Journey in egypt,,,https://travel2egypt.org/travel-tips/culinary-journey-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/be63641641297e99a94496066ca6224157180b61-1200x800.jpg,lavish seafood feast spread on a waterside table
fit,wp-page-77776,travelTip,Distance Between Egyptian Cities,,,https://travel2egypt.org/travel-tips/distance-between-egyptian-cities,https://cdn.sanity.io/images/ufallvd2/production/28c17cfbe64a08fe2735d5f5efd9c96308e2d77b-800x450.webp,blue coach/tour bus on white background
fit,wp-page-60931,travelTip,Solo Woman Traveler In Egypt,,,https://travel2egypt.org/travel-tips/solo-woman-traveler-in-egypt,https://cdn.sanity.io/images/ufallvd2/production/cc4bbffc8ba212c3d25789013205f2c8b75253ea-800x450.jpg,woman in white dress at Karnak ram-headed sphinx avenue (Luxor)
fit,wp-page-60913,travelTip,Student Travelers,,,https://travel2egypt.org/travel-tips/student-travelers,https://cdn.sanity.io/images/ufallvd2/production/18db26b8948c41cff733a17b3ca0c72fe7f97b90-1200x800.jpg,silhouetted group watching sunset over desert dunes
fit,wp-page-60932,travelTip,Tips on Accommodations,,,https://travel2egypt.org/travel-tips/tips-on-accommodations,https://cdn.sanity.io/images/ufallvd2/production/ab2afa43850d4cc8d2646f8cd432bbbdb60aa614-1199x800.jpg,Red Sea beachfront resort pool complex
